id,safra,y,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_12,VAR_13,VAR_14,VAR_15,VAR_16,VAR_17,VAR_18,VAR_19,VAR_20,VAR_21,VAR_22,VAR_23,VAR_24,VAR_25,VAR_26,VAR_27,VAR_28,VAR_29,VAR_30,VAR_31,VAR_32,VAR_33,VAR_34,VAR_35,VAR_36,VAR_37,VAR_38,VAR_39,VAR_40,VAR_41,VAR_42,VAR_43,VAR_44,VAR_45,VAR_46,VAR_47,VAR_48,VAR_49,VAR_50,VAR_51,VAR_52,VAR_53,VAR_54,VAR_55,VAR_56,VAR_57,VAR_58,VAR_59,VAR_60,VAR_61,VAR_62,VAR_63,VAR_64,VAR_65,VAR_66,VAR_67,VAR_68,VAR_69,VAR_70,VAR_71,VAR_72,VAR_73,VAR_74,VAR_75,VAR_76,VAR_77,VAR_78
235,201402,0,,,,,,1492.0,,,280.0,,,,,269.0,,8.0,,2.0,0.0,4,50.0,2.0,,,2.0,42.0,,2.0,0.0,280.0,0.0,0.133832912727673,2.0,,,0.0,0.0,,,0.0,0.0,0.0,,1.0,,0.0,0.0,-2.0,,125.07,269.0,,1030.18,,125.07,125.07,41,,,-0.133343746407103,,,,0,,,-64.0,-3.0,,,0.0,1492.0,0.0,0.0,125.07,,,0.0
236,201405,0,0.0,0.0,0.0,0.0,62.96,743.0,29.7,132.94,1000.0,168.0,79.29,,21.99,,66.18,,,,0.0,12,,0.0,36.72,274.91,0.0,,,0.0,,1000.0,,0.133832912727673,0.0,832.2,409.47,,,159.96,109.0,1.0,,,,3.0,109.98,,,,,,,330.93,1000.0,1000.0,,,33,271.0,263.73,-0.354107585360257,,,,1,0.91,11.0,,,227.1,,,-58.0,,,,252.07,57.15,
237,201402,1,90.0,0.0,2.0,2.0,,235.0,182.64,118.14,2249.3,,112.96,,,,,,,,0.0,12,,0.0,,,0.0,,,0.0,,4498.6,,0.0571981886428283,0.0,312.93,155.95,,,301.74,,0.0,,,,0.0,,,,,,,,,4498.6,,,,30,,,-0.411786729965823,,,,1,618.02,,,,,,,13.0,,,,,,
238,201403,0,0.0,0.0,0.0,0.0,,837.0,,,1200.0,161.0,,,114.63,407.0,,,1954.06,,0.0,12,,0.0,53.98,,0.0,342.0,,0.0,-2.0,1200.0,0.0,0.133832912727673,0.0,,,,-2.0,,394.0,2.0,0.0,-2.0,,3.0,396.4,-2.0,,-2.0,0.0,120.9225,129.0,,2200.0,1200.0,125.23,108.0,33,,257.56,-0.354107585360257,0.0,,125.23,1,,3.0,-1290.0,-2.0,161.95,0.0,0.0,553.0,0.0,0.0,648.0,166.15,0.0,0.0
239,201401,1,34.0,0.0,0.0,3.0,64.36,602.0,43.32,,1607.6,,,,20.69,,,,1607.6,,0.0,12,,0.0,,299.88,0.0,,238.0,0.0,,1607.6,,0.133832912727673,0.0,,,,,129.96,41.0,0.0,,,,0.0,41.38,,,,,,,,3215.2,,,,44,298.0,31.63,-0.059298901120992,,,,1,2228.3,,,,,,,224.0,,,,63.26,,
241,201401,0,18.0,0.0,0.0,0.0,24.45,770.0,,,2500.0,154.0,,,187.58,239.0,,,3000.0,,0.0,12,,0.0,38.66,171.15,0.0,2.0,418.0,0.0,11.0,4648.82,0.0,0.133832912727673,0.0,,,5.74,11.0,,670.0,0.0,17.22,11.0,,2.0,763.49,11.0,,11.0,17.22,286.75,239.0,,6500.0,1500.0,286.75,286.75,34,114.0,447.9,-0.30845333657335,,,,1,,4.0,,10.0,154.65,,0.0,447.0,0.0,0.0,860.25,492.48,0.0,0.0
243,201406,0,23.0,0.0,0.0,0.0,92.46,4239.0,19.95,,330.0,213.0,,293.0,16.96,,29.98,14.0,,21.0,17.0,4,471.0,23.0,106.95,155.95,4.0,,267.0,5.0,,330.0,,0.133832912727673,6.0,,,,,19.95,16.0,9.0,,,18.0,10.0,16.96,,307.72,,,,,49.98,330.0,330.0,,,67,152.0,142.69,0.648196909605187,,418.0,,0,,12.0,,,216.91,,,235.0,,,,130.74,0.0,
245,201407,0,120.0,4.0,0.0,0.0,,4455.0,,,1000.0,,,397.0,,1561.0,,77.0,2400.0,63.0,41.0,10,1448.0,72.0,,,5.0,936.0,902.0,10.0,19.0,1800.0,22.0,0.133832912727673,31.0,,,4.17,19.0,,,6.0,4.17,19.0,18.0,11.0,,19.0,0.0,19.0,4.17,208.66,306.0,,2600.0,1000.0,208.66,,30,,,-0.411786729965823,,836.0,208.66,0,,,-6.0,19.0,,,0.0,1051.0,0.0,0.0,208.66,,,0.0
246,201401,1,160.0,7.0,1.0,4.0,132.23,752.0,94.75,211.72,1000.0,289.0,82.47,,63.7,297.0,64.33,,,,0.0,6,,0.0,109.53,494.84,0.0,140.0,,0.0,25.0,1000.0,0.0,0.133832912727673,0.0,1018.74,329.89,10.32,25.0,369.85,192.0,0.0,,25.0,,1.0,194.89,25.0,,1.0,,171.83,297.0,529.36,2500.0,,171.83,,45,492.0,408.32,-0.0304781166421273,,,,1,1120.04,8.0,-5.0,1.0,290.07,,3.0,16.0,3.0,3.0,,1111.61,0.0,3.0
247,201407,0,0.0,0.0,0.0,0.0,151.04,1299.0,117.08,61.65,2330.43,396.0,77.14,243.0,124.28,683.0,16.66,0.0,6300.0,,0.0,12,,0.0,112.89,489.88,5.0,561.0,,7.0,3.0,6160.86,0.0,0.133832912727673,0.0,134.99,271.92,3.44,3.0,394.87,409.0,8.0,0.0,3.0,12.0,9.0,412.86,3.0,0.0,-1.0,0.0,235.42,256.0,49.99,7230.43,5130.43,197.416,235.42,29,486.0,378.25,-0.411786729965823,0.0,,172.08,0,1083.61,11.0,-332.0,-20.0,397.87,3.44,0.0,11.0,0.0,0.0,470.84,357.57,0.0,0.0
248,201408,0,20.0,0.0,0.0,0.0,125.56,409.0,93.56,42.19,1000.0,,141.29,,,,55.41,,,,0.0,12,,0.0,,627.84,0.0,,140.0,0.0,,2000.0,,0.090634138151029,0.0,210.97,989.03,,,467.84,,0.0,,,,0.0,,,,,,,,331.91,1000.0,1000.0,,,32,627.0,,-0.354107585360257,,,,1,132.2,,,,,,,22.0,,,,,,
249,201401,0,16.0,0.0,0.0,0.0,,1078.0,68.16,81.53,1340.23,,19.25,223.0,,,29.92,,,,0.0,12,,0.0,,,1.0,,,2.0,,1340.23,,0.133832912727673,0.0,652.24,57.75,,,477.13,,4.0,,,8.0,6.0,,,,,,,,209.44,2680.46,,,,22,,,-0.690749137734589,,,,0,678.5,,,,,,,-45.0,,,,,,
251,201403,0,0.0,0.0,0.0,0.0,16.38,3483.0,60.48,24.28,1000.0,31.0,40.5,151.0,,,55.19,76.0,1414.14,44.0,29.0,12,1147.0,63.0,15.99,114.66,5.0,,,6.0,,1000.0,4.0,0.133832912727673,34.0,48.57,162.0,,,185.96,,5.0,,,5.0,7.0,,,0.0,,,,,275.97,1000.0,2414.14,,,43,79.0,,-0.059298901120992,,418.0,,0,3535.5,2.0,,,31.98,,,9.0,,,,,0.0,
252,201405,0,0.0,0.0,0.0,0.0,118.58,976.0,45.71,69.57,2000.0,647.0,33.12,,72.95,877.0,16.66,0.0,6000.0,,0.0,12,,0.0,133.55,587.81,0.0,563.0,,0.0,0.0,3500.0,0.0,0.133832912727673,0.0,347.88,141.98,0.0,0.0,319.97,218.0,6.0,0.0,1.0,,8.0,261.7,3.0,0.0,0.0,0.0,217.24,258.0,49.98,8500.0,7500.0,228.148,217.24,67,520.0,437.58,0.648196909605187,0.0,,235.42,0,527.77,43.0,-424.0,-10.0,815.23,0.0,0.0,2.0,0.0,0.0,868.96,507.54,162.09,0.0
253,201405,0,0.0,0.0,0.0,0.0,50.98,1124.0,41.3,,1300.0,1199.0,44.48,579.0,309.38,270.0,138.45,5.0,6135.04,,0.0,12,,0.0,302.26,101.97,0.0,30.0,,1.0,-3.0,1300.0,7.0,0.133832912727673,0.0,,177.94,0.0,-3.0,83.92,615.0,10.0,0.0,-3.0,10.0,11.0,622.23,-3.0,0.0,-3.0,0.0,214.12,270.0,380.92,4095.56,1435.04,214.12,214.12,65,100.0,1053.42,0.534878115446101,,,,0,3589.62,29.0,-65.0,-4.0,1206.67,,0.0,136.0,0.0,0.0,214.12,234.9,0.0,0.0
254,201401,0,14.0,0.0,0.0,0.0,,793.0,,,1000.0,395.0,,,,226.0,,,,,0.0,6,,0.0,79.17,,0.0,26.0,696.0,0.0,13.0,1000.0,0.0,0.133832912727673,0.0,,,0.0,13.0,,,1.0,0.0,13.0,,2.0,,13.0,,13.0,2.74,137.19,226.0,,2500.0,,137.19,137.19,29,,263.08,-0.411786729965823,,,,1,,5.0,-35.0,-2.0,395.86,,0.0,793.0,0.0,0.0,411.57,178.1,0.0,0.0
255,201405,0,87.0,0.0,7.0,4.0,89.9,1102.0,,,1228.02,254.0,,55.0,58.63,840.0,,0.0,2700.0,,0.0,12,,0.0,73.21,542.67,0.0,456.0,180.0,0.0,69.0,1228.02,0.0,0.133832912727673,0.0,,,0.0,38.0,,234.0,9.0,0.0,69.0,3.0,12.0,234.55,69.0,0.0,-14.0,,234.49,446.0,,4514.52,3223.52,234.49,234.49,46,387.0,221.03,-0.016208722718011,9.38,,234.49,0,1138.29,9.0,-109.0,-14.0,256.92,16.7,1.0,298.0,1.0,5.0,703.47,856.73,0.0,5.0
257,201406,0,60.0,0.0,0.0,1.0,,193.0,33.42,,1000.0,,,,,,,,,,0.0,12,,0.0,,,0.0,,,0.0,,1000.0,,0.0571981886428283,0.0,,,,,267.36,,0.0,,,,0.0,,,,,,,,,1000.0,2000.0,,,27,,,-0.411786729965823,,,,1,449.22,,,,,,,193.0,,,,,,
258,201407,0,4.0,0.0,0.0,0.0,,259.0,119.97,68.98,1000.0,,20.0,,,,7.25,,,,0.0,12,,0.0,,,0.0,,151.0,0.0,,1000.0,,0.0571981886428283,0.0,137.96,20.0,,,239.95,,0.0,,,,0.0,,,,,,,,50.75,1000.0,1000.0,,,44,,,-0.059298901120992,,,,1,590.6,,,,,,,65.0,,,,,,
260,201405,1,143.0,2.0,1.0,1.0,51.79,386.0,13.99,,200.0,,14.99,,,,33.65,,,,0.0,3,,0.0,,339.98,0.0,,,0.0,,200.0,,0.090634138151029,0.0,,44.99,,,139.99,,0.0,,,,0.0,,,,,,,,213.36,200.0,200.0,,,45,339.0,,-0.0304781166421273,,,,1,1675.43,,,,,,,103.0,,,,,,
261,201409,0,18.0,0.0,0.0,0.0,,255.0,79.78,109.45,1000.0,,54.58,,,63.0,,,1000.0,,0.0,12,,0.0,,,0.0,1.0,188.0,0.0,-1.0,4200.0,,0.0571981886428283,0.0,218.91,163.75,,-1.0,239.35,,0.0,,-1.0,,0.0,,-1.0,,-1.0,0.0,,63.0,,400.0,1400.0,,200.95,26,,,-0.411786729965823,,,,1,348.19,,-4.0,,,,0.0,49.0,0.0,0.0,,,,0.0
262,201403,0,16.0,0.0,0.0,0.0,49.18,461.0,78.45,50.0,310.3,,,,,,55.36,,,,0.0,6,,0.0,,245.92,0.0,,43.0,0.0,,310.3,,0.090634138151029,0.0,250.0,,,,151.92,,0.0,,,,0.0,,,,,,,,171.48,310.3,310.3,,,23,245.0,,-0.411786729965823,,,,1,500.0,,,,,,,14.0,,,,,,
263,201407,0,0.0,0.0,0.0,0.0,106.78,990.0,91.95,44.98,1000.0,594.0,17.49,,209.4,826.0,35.99,0.0,4095.95,,0.0,12,,0.0,187.3,266.91,0.0,464.0,,0.0,4.0,2000.0,0.0,0.133832912727673,0.0,89.98,69.98,0.0,4.0,233.92,532.0,8.0,0.0,4.0,,9.0,614.98,4.0,0.0,4.0,7.58,189.74,335.0,71.98,4583.8,1895.95,189.74,189.74,52,262.0,687.88,0.156301087833759,0.0,,140.96,0,1059.38,29.0,-210.0,-2.0,663.93,0.0,0.0,38.0,0.0,0.0,569.22,537.58,62.3,0.0
264,201403,0,159.0,4.0,1.0,1.0,71.56,1179.0,,62.76,1000.0,297.0,,216.0,220.04,814.0,,0.0,2200.0,,0.0,12,,0.0,60.16,357.89,2.0,667.0,,3.0,56.0,2000.0,0.0,0.133832912727673,0.0,434.29,,0.0,-15.0,,615.0,12.0,,56.0,12.0,12.0,709.64,56.0,0.0,-77.0,,139.99,388.0,,6000.0,5600.0,139.99,,46,354.0,414.56,-0.016208722718011,14.0,,139.99,0,647.37,25.0,-1208.0,-77.0,300.91,15.0,2.0,-72.0,2.0,2.0,,396.45,0.0,2.0
265,201401,1,64.0,0.0,1.0,1.0,129.96,2229.0,,,705.12,592.0,,322.0,,,,71.0,705.12,30.0,19.0,10,903.0,25.0,118.56,389.91,6.0,,663.0,12.0,,705.12,14.0,0.133832912727673,6.0,,,,,,,4.0,,,9.0,8.0,,,0.0,,,,,,1410.24,,,,38,388.0,525.35,-0.231735369185606,,1254.0,,0,,5.0,,,592.82,,,412.0,,,,2253.04,0.0,
266,201403,0,21.0,0.0,0.0,0.0,30.78,406.0,29.38,,1000.0,,14.99,,,35.0,21.98,,,,0.0,12,,0.0,,113.96,0.0,-1.0,364.0,0.0,-14.0,2000.0,,0.090634138151029,0.0,,29.99,,-14.0,101.96,,0.0,,-14.0,,0.0,,-14.0,,-14.0,0.0,,35.0,65.96,2000.0,1000.0,,108.35,30,113.0,,-0.411786729965823,,,,1,690.63,,-14.0,,,,0.0,99.0,0.0,0.0,,,,0.0
267,201401,0,52.0,0.0,0.0,2.0,147.76,768.0,96.35,54.73,320.0,278.0,22.97,,40.96,,55.36,,,,0.0,3,,0.0,55.78,500.8,0.0,,497.0,0.0,,320.0,,0.133832912727673,0.0,253.74,22.97,,,481.83,94.0,0.0,,,,1.0,96.95,,,,,,,246.9,640.0,,,,31,497.0,401.28,-0.411786729965823,,,,1,2248.01,5.0,,,278.91,,,20.0,,,,745.15,0.0,
268,201409,1,51.0,0.0,0.0,2.0,74.4,484.0,,,1200.0,,36.33,,,,32.68,,1200.0,,0.0,12,,0.0,,372.33,0.0,,48.0,0.0,,1200.0,,0.090634138151029,0.0,,164.37,,,,,0.0,,,,0.0,,,,,,,,228.76,,1200.0,,,68,313.0,,0.648196909605187,,,,1,0.0,,,,,,,52.0,,,,,,
269,201408,0,87.0,0.0,4.0,1.0,74.97,711.0,101.94,,578.29,275.0,,,,576.0,44.8,,3221.9,,0.0,5,,0.0,58.42,299.91,0.0,457.0,39.0,0.0,5.0,1378.29,0.0,0.133832912727673,0.0,,,0.0,1.0,203.89,,0.0,,12.0,,0.0,,12.0,,-24.0,,253.11,303.0,313.6,2478.29,1758.29,253.11,,54,299.0,348.9,0.219380082347677,5.06,,204.215,1,358.51,7.0,-32.0,-24.0,408.94,5.31,0.0,233.0,0.0,0.0,,482.67,133.63,0.0
270,201402,1,178.0,3.0,1.0,1.0,,552.0,189.75,77.05,1159.0,,88.67,,89.96,315.0,39.98,,1159.0,,0.0,12,,0.0,,,0.0,0.0,,0.0,-2.0,1159.0,0.0,0.090634138151029,0.0,419.41,341.76,0.0,-2.0,401.88,227.0,0.0,0.0,-2.0,,0.0,229.91,-2.0,,-6.0,0.0,152.13,315.0,39.98,3097.45,779.45,152.13,152.13,35,,,-0.30845333657335,0.0,,152.13,1,462.08,,-114.0,-17.0,,,0.0,-19.0,0.0,0.0,304.26,,,0.0
272,201406,0,0.0,0.0,0.0,0.0,,877.0,,,900.0,1117.0,,,270.74,376.0,,,4000.0,,0.0,9,,0.0,237.62,,0.0,101.0,,0.0,2.0,900.0,0.0,0.133832912727673,0.0,,,0.0,2.0,,1049.0,4.0,8.56,2.0,,6.0,1231.33,2.0,,2.0,,214.12,376.0,,1900.0,900.0,214.12,,55,,677.97,0.219380082347677,0.0,,214.12,1,,30.0,-51.0,2.0,1570.61,,0.0,562.0,0.0,0.0,642.36,710.99,449.93,0.0
274,201402,0,0.0,0.0,0.0,0.0,103.62,913.0,89.26,37.91,2500.0,459.0,41.73,,145.38,617.0,32.38,0.0,3742.71,,0.0,12,,0.0,105.22,605.1,0.0,308.0,,0.0,-1.0,2500.0,0.0,0.133832912727673,0.0,178.8,267.75,0.0,-1.0,824.11,639.0,5.0,0.0,2.0,,6.0,683.34,3.0,0.0,-1.0,0.0,272.19,308.0,155.47,4742.71,8485.42,240.845,272.19,34,516.0,617.7,-0.30845333657335,0.0,,178.155,1,243.17,34.0,-127.0,-4.0,572.13,2.94,0.0,-76.0,0.0,0.0,816.57,342.41,109.59,0.0
275,201405,1,67.0,0.0,1.0,1.0,43.99,476.0,,,1000.0,,35.58,,,120.0,,,,,0.0,9,,0.0,,219.96,0.0,16.0,240.0,0.0,14.0,1000.0,,0.090634138151029,0.0,,177.94,,14.0,,,0.0,,14.0,,0.0,,14.0,,14.0,8.49,,120.0,,1800.0,1000.0,,141.7,52,219.0,,0.156301087833759,,,,1,889.36,,-16.0,,,,0.0,172.0,0.0,0.0,,,,0.0
276,201401,0,103.0,2.0,2.0,2.0,90.98,754.0,25.99,58.82,200.0,212.0,,,126.87,,41.18,,,,0.0,10,,0.0,66.97,300.46,0.0,,,0.0,,200.0,,0.133832912727673,0.0,294.11,,,,129.98,487.0,0.0,,,,0.0,491.81,,,,,,,175.94,400.0,,,,46,297.0,691.51,-0.016208722718011,,,,1,2280.0,7.0,,,213.93,,,37.0,,,,750.6,0.0,
277,201409,1,34.0,0.0,0.0,1.0,74.94,676.0,61.78,93.95,1500.0,,132.35,,274.44,,261.38,,1500.0,,0.0,8,,0.0,,123.92,0.0,,92.0,0.0,,1500.0,,0.133832912727673,0.0,365.79,256.33,,,102.38,410.0,0.0,,,,0.0,448.03,,,,,,,639.49,,1500.0,,,56,122.0,233.69,0.242879678877368,,,,1,355.52,,,,,,,-15.0,,,,288.62,,
278,201406,0,6.0,0.0,0.0,0.0,35.55,732.0,79.35,92.97,832.87,29.0,65.97,,166.93,412.0,51.63,,865.14,,0.0,10,,0.0,14.99,142.2,0.0,41.0,654.0,0.0,8.0,832.87,0.0,0.133832912727673,0.0,414.92,157.92,10.35,8.0,178.12,566.0,0.0,10.35,8.0,,1.0,674.12,8.0,,7.0,6.9,172.5,412.0,144.93,832.87,1730.28,172.5,172.5,31,142.0,383.86,-0.411786729965823,10.35,,172.5,1,1109.63,2.0,,7.0,29.98,3.45,0.0,12.0,0.0,0.0,517.5,412.65,0.0,0.0
280,201401,1,174.0,3.0,1.0,6.0,61.16,1107.0,,106.95,1300.0,363.0,48.78,284.0,59.99,628.0,,0.0,1300.0,,0.0,12,,0.0,107.33,188.18,0.0,200.0,,1.0,63.0,1300.0,0.0,0.133832912727673,0.0,783.49,243.92,,63.0,,119.0,7.0,,63.0,10.0,11.0,119.98,63.0,0.0,,,,628.0,,4860.0,6780.0,352.86,,59,141.0,283.78,0.357323965312407,21.18,,352.86,0,1029.28,17.0,,,506.43,49.42,3.0,-50.0,3.0,4.0,,416.78,139.52,4.0
281,201405,0,34.0,0.0,0.0,1.0,14.4,367.0,29.99,31.66,831.1,,27.99,,,,17.86,,,,0.0,12,,0.0,,14.4,0.0,,278.0,0.0,,831.1,,0.090634138151029,0.0,94.98,55.98,,,59.99,,0.0,,,,0.0,,,,,,,,125.02,831.1,831.1,,,23,14.0,,-0.411786729965823,,,,1,343.48,,,,,,,89.0,,,,,,
282,201404,0,0.0,0.0,0.0,0.0,154.93,497.0,43.31,,1800.0,,267.25,,,,81.15,,1000.0,,0.0,12,,0.0,,777.58,0.0,,,0.0,,1800.0,0.0,0.090634138151029,0.0,,1431.42,,,129.95,,0.0,,,,0.0,,,,,,,,286.47,2800.0,1800.0,,,42,535.0,,-0.0737564789495467,,,,1,35.83,,,,,,,52.0,,,,,,
283,201405,0,25.0,0.0,0.0,0.0,118.72,2315.0,,,1040.0,304.0,120.92,369.0,142.1,,74.01,128.0,,34.0,18.0,12,565.0,26.0,139.18,364.92,9.0,,768.0,12.0,,2040.0,12.0,0.133832912727673,8.0,,340.84,,,,330.0,8.0,,,17.0,11.0,334.21,,0.0,,,,,308.77,1040.0,1040.0,,,45,363.0,254.87,-0.0304781166421273,,1254.0,,0,1035.18,9.0,,,307.06,,,132.0,,,,381.53,0.0,
284,201403,0,16.0,0.0,0.0,0.0,232.4,1081.0,61.97,52.97,730.0,1033.0,44.48,250.0,121.64,786.0,57.03,0.0,,,0.0,12,,0.0,464.68,502.83,0.0,409.0,608.0,0.0,,730.0,,0.133832912727673,0.0,244.95,151.96,,,185.95,419.0,9.0,,12.0,2.0,11.0,420.97,12.0,0.0,,,,786.0,181.38,4061.16,1380.29,,,45,497.0,536.2,-0.0304781166421273,,,,0,449.61,38.0,-18.0,,1048.29,4.7,0.0,17.0,0.0,0.0,,544.89,0.0,0.0
285,201402,0,21.0,0.0,0.0,0.0,101.95,3844.0,67.97,113.35,2387.92,384.0,44.98,642.0,135.86,,42.38,155.0,,219.0,68.0,10,4070.0,77.0,130.57,299.92,9.0,,423.0,12.0,,2387.92,,0.133832912727673,9.0,281.89,119.97,,,187.95,582.0,7.0,,,21.0,11.0,585.06,,0.0,,,,,211.93,4775.84,,,,31,297.0,366.54,-0.411786729965823,,2926.0,,0,4124.67,11.0,,,387.12,,,68.0,,,,430.06,0.0,
286,201409,1,82.0,0.0,1.0,1.0,50.97,778.0,71.67,92.95,1000.0,351.0,34.99,,,,59.29,,1000.0,,0.0,12,,0.0,77.45,150.95,0.0,,376.0,0.0,,2000.0,,0.133832912727673,0.0,239.89,69.99,,,263.02,,2.0,,,,2.0,,,,,,,,415.12,,1000.0,,,45,150.0,307.65,-0.0304781166421273,,,,1,868.58,15.0,,,512.27,,,6.0,,,,864.79,158.37,
287,201407,0,16.0,0.0,0.0,0.0,32.77,2133.0,,63.89,2000.0,321.0,46.04,137.0,14.98,127.0,18.42,30.0,2800.0,34.0,12.0,12,544.0,22.0,90.2,133.45,5.0,0.0,782.0,9.0,10.0,4835.96,,0.133832912727673,10.0,373.44,359.63,,10.0,,69.0,7.0,0.0,10.0,7.0,11.0,104.86,10.0,0.0,10.0,22.11,368.33,127.0,128.94,4000.0,4000.0,,368.33,61,94.0,244.31,0.357323965312407,,836.0,,0,1927.25,27.0,-12.0,-12.0,434.6,,0.0,-43.0,0.0,0.0,2578.31,477.32,108.7,0.0
288,201405,1,51.0,0.0,0.0,1.0,39.93,436.0,,,500.0,,52.44,,,387.0,,,600.0,,0.0,12,,0.0,,279.51,0.0,3.0,,0.0,49.0,500.0,0.0,0.090634138151029,0.0,,367.08,2.7,20.0,,,0.0,2.7,49.0,,0.0,,49.0,,20.0,1.8,45.18,387.0,,700.0,700.0,45.18,45.18,58,194.0,,0.357323965312407,1.8,,45.18,1,48.54,,-7.0,20.0,,,4.0,71.0,4.0,4.0,135.54,,,4.0
289,201402,0,0.0,0.0,0.0,0.0,153.92,500.0,58.82,132.46,600.0,,57.55,,,,70.81,,1200.0,,0.0,12,,0.0,,838.18,0.0,,,0.0,,1997.12,,0.090634138151029,0.0,902.28,396.91,,,350.92,,0.0,,,,0.0,,,,,,,,489.95,1200.0,,,,45,835.0,,-0.0304781166421273,,,,1,0.0,,,,,,,9.0,,,,,,
290,201405,0,0.0,0.0,0.0,0.0,232.57,729.0,55.97,,600.0,149.0,94.77,,294.96,,162.52,,,,0.0,12,,0.0,37.34,537.83,0.0,,,0.0,,600.0,,0.133832912727673,0.0,,758.16,,,110.96,553.0,0.0,,,,0.0,555.94,,,,,,,298.38,600.0,600.0,,,23,529.0,522.65,-0.411786729965823,,,,1,0.0,4.0,,,149.37,,,67.0,,,,703.67,0.0,
291,201402,0,0.0,0.0,0.0,0.0,184.86,2222.0,36.38,61.69,500.0,1229.0,113.92,393.0,361.72,,198.75,278.0,500.0,93.0,24.0,12,1778.0,25.0,275.23,869.56,12.0,,,12.0,,500.0,77.0,0.133832912727673,1.0,369.46,938.1,,,181.93,1374.0,10.0,,,21.0,11.0,1496.49,,439.88,,,,,1004.7,1000.0,,,,71,778.0,846.85,0.721630021341369,,1672.0,,0,3213.13,64.0,,,1376.21,,,-18.0,,,,1519.47,134.57,
292,201402,0,4.0,0.0,0.0,0.0,144.67,1032.0,86.83,101.93,1979.69,1090.0,56.55,,183.97,,159.3,,,,0.0,12,,0.0,266.13,700.95,0.0,,634.0,0.0,,1979.69,,0.133832912727673,0.0,683.48,227.97,,,502.88,915.0,9.0,,,,10.0,919.93,,,,,,,861.22,3959.38,,,,40,698.0,736.71,-0.133343746407103,,,,0,1662.99,43.0,,,1255.79,,,-50.0,,,,864.25,157.93,
293,201402,0,0.0,0.0,0.0,0.0,,194.0,28.65,142.36,500.0,,44.31,,,,,,1500.0,,0.0,6,,0.0,,,0.0,,,0.0,,974.9,,0.0571981886428283,0.0,500.51,92.95,,,85.96,,0.0,,,,0.0,,,,,,,,,1000.0,500.0,,,28,,,-0.411786729965823,,,,1,508.4,,,,,,,-35.0,,,,,,
294,201407,0,20.0,0.0,0.0,0.0,51.99,1388.0,64.82,16.66,1000.0,127.0,26.73,429.0,,343.0,,,2000.0,,0.0,8,,0.0,42.59,259.97,9.0,186.0,299.0,10.0,13.0,2000.0,0.0,0.133832912727673,0.0,49.99,106.95,,3.0,143.46,,4.0,,13.0,12.0,5.0,,13.0,,,,,343.0,,1500.0,1000.0,171.83,,33,259.0,,-0.354107585360257,,,171.83,0,594.09,3.0,,,127.78,,0.0,88.0,0.0,0.0,,,0.0,0.0
295,201406,1,25.0,0.0,0.0,0.0,27.99,3105.0,23.71,,370.0,,31.0,,,,,,,47.0,18.0,5,1008.0,32.0,,195.96,1.0,,122.0,1.0,,370.0,,0.133832912727673,14.0,,155.0,,,166.0,,0.0,,,,0.0,,,,,,,,,370.0,370.0,,,31,195.0,,-0.411786729965823,,,,1,26.38,,,,,,,107.0,,,,,,
296,201406,1,99.0,1.0,1.0,1.0,86.32,396.0,69.49,39.97,2600.0,,191.76,,,357.0,95.84,,890.0,,0.0,12,,0.0,,389.02,0.0,7.0,,0.0,2.0,5200.0,0.0,0.090634138151029,0.0,104.94,1454.51,,2.0,694.9,,0.0,0.0,2.0,,0.0,,2.0,,2.0,0.0,187.54,357.0,483.81,3490.0,3490.0,187.54,187.54,63,387.0,,0.412255795406189,,,187.54,1,183.82,,-27.0,2.0,,,0.0,58.0,0.0,0.0,375.08,,,0.0
297,201407,1,37.0,0.0,0.0,1.0,123.29,1395.0,21.99,27.12,2000.0,749.0,87.97,980.0,57.17,,,,,,0.0,12,,0.0,237.76,477.89,9.0,,,10.0,,2000.0,,0.133832912727673,0.0,216.96,335.9,,,43.98,176.0,8.0,,,35.0,11.0,177.17,,,,,,,,2000.0,2000.0,,,43,475.0,440.61,-0.059298901120992,,,,0,623.27,13.0,,,752.85,,,-79.0,,,,392.44,0.0,
298,201403,1,0.0,0.0,0.0,0.0,39.98,539.0,29.99,56.98,800.0,,,,,,,,,,0.0,12,,0.0,,79.97,0.0,,,0.0,,800.0,,0.090634138151029,0.0,110.98,,,,29.99,,0.0,,,,0.0,,,,,,,,,800.0,800.0,,,74,79.0,,0.721630021341369,,,,1,1090.01,,,,,,,4.0,,,,,,
299,201405,0,24.0,0.0,0.0,0.0,38.98,4623.0,55.87,24.99,1500.0,1095.0,36.65,1324.0,156.29,1150.0,,165.0,5400.0,477.0,104.0,12,8348.0,105.0,383.17,77.97,11.0,791.0,,12.0,-1.0,3309.0,5.0,0.133832912727673,1.0,49.99,109.97,0.0,-1.0,391.09,645.0,11.0,0.0,-1.0,57.0,12.0,858.1,-1.0,0.0,-2.0,0.0,217.24,361.0,,5500.0,2350.0,217.24,217.24,68,77.0,640.19,0.648196909605187,0.0,2926.0,217.24,0,3739.65,32.0,-137.0,-5.0,1123.94,0.0,0.0,52.0,0.0,0.0,434.48,588.21,18.04,0.0
