id,safra,y,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_13,VAR_14,VAR_15,VAR_17,VAR_19,VAR_20,VAR_23,VAR_24,VAR_25,VAR_27,VAR_29,VAR_30,VAR_31,VAR_33,VAR_34,VAR_35,VAR_37,VAR_38,VAR_39,VAR_40,VAR_42,VAR_46,VAR_51,VAR_52,VAR_53,VAR_54,VAR_57,VAR_59,VAR_65,VAR_66,VAR_67,VAR_71,VAR_72,VAR_74,VAR_76,VAR_77
1354,201408,1,26.0,0.0,0.0,0.0,42.39,440.0,,44.99,1000.0,,,,203.0,35.99,400.0,0.0,12,,70.38,0.0,14.0,14.0,1000.0,,0.0,89.98,,14.0,,,0.0,14.0,14.0,203.0,71.98,1800.0,1000.0,38,,566.14,,,0.0,90.0,0.0,,
1355,201401,0,95.0,7.0,1.0,1.0,155.02,421.0,45.47,81.44,1200.0,,,,350.0,51.96,1200.0,0.0,12,,358.71,0.0,,30.0,1200.0,0.0,0.0,463.24,,30.0,318.29,,0.0,30.0,30.0,350.0,51.96,4100.0,,36,,64.22,,-8.0,3.0,-11.0,3.0,,
1356,201403,0,14.0,0.0,0.0,0.0,135.12,3005.0,6.99,38.67,1500.0,536.0,,57.58,,58.83,,28.0,12,197.32,651.74,8.0,523.0,,1500.0,16.0,4.0,158.93,,,34.98,287.0,12.0,,,,231.92,1500.0,1500.0,45,213.23,4838.8,22.0,,,42.0,,239.48,0.0
1357,201409,0,21.0,0.0,0.0,0.0,83.97,1988.0,,,1200.0,,55.51,,370.0,75.9,5344.0,2.0,12,,83.97,0.0,26.0,18.0,2400.0,,1.0,,388.57,18.0,,,0.0,18.0,18.0,370.0,531.3,2072.0,1200.0,58,,1186.27,,,2.0,61.0,2.0,,
1358,201406,0,18.0,0.0,0.0,0.0,118.27,601.0,,70.56,1000.0,,78.67,55.32,,,,0.0,12,,714.87,0.0,346.0,,1000.0,,0.0,340.91,321.93,,,165.0,0.0,,,,,1000.0,1000.0,36,59.82,1331.94,,,,1.0,,119.64,
1362,201406,0,23.0,0.0,0.0,0.0,96.14,3486.0,103.35,91.87,1000.0,321.0,34.98,144.08,594.0,53.35,1500.0,9.0,12,69.95,404.19,7.0,875.0,1.0,1000.0,21.0,5.0,553.19,139.98,1.0,322.9,679.0,9.0,6.0,6.0,530.0,85.73,1300.0,2200.0,32,579.48,1556.61,9.0,-280.0,0.0,-32.0,0.0,658.03,0.0
1364,201403,0,0.0,0.0,0.0,0.0,32.49,684.0,,,319.39,,,37.3,,,975.25,0.0,12,,227.43,0.0,,,319.39,,0.0,,,,,142.0,0.0,,,,,319.39,319.39,31,78.47,,,,,391.0,,123.91,
1365,201408,0,11.0,0.0,0.0,0.0,81.96,1341.0,45.88,34.99,300.0,182.0,59.57,135.56,,187.93,,0.0,4,98.56,205.91,7.0,81.0,,600.0,,0.0,34.99,297.88,,91.76,222.0,5.0,,,,355.87,300.0,300.0,21,237.94,749.18,4.0,,,54.0,,237.94,0.0
1366,201402,1,4.0,0.0,0.0,0.0,,1963.0,,,2900.0,239.0,,98.75,173.0,50.93,5577.66,9.0,12,48.18,,1.0,734.0,8.0,10405.16,0.0,1.0,,,8.0,,491.0,7.0,8.0,8.0,90.0,150.91,13305.16,2149.84,25,224.63,,10.0,-362.0,0.0,281.0,0.0,226.32,0.0
1367,201405,0,0.0,0.0,0.0,0.0,,164.0,23.9,92.88,500.0,,19.75,,,,,0.0,12,,,0.0,,,500.0,,0.0,331.55,138.25,,167.35,,0.0,,,,,500.0,500.0,32,,283.97,,,,49.0,,,
1368,201406,0,0.0,0.0,0.0,0.0,41.09,435.0,23.99,,600.0,,23.99,,,,700.0,0.0,12,,328.72,0.0,,,600.0,,0.0,,71.97,,95.98,,0.0,,,,,600.0,600.0,32,,452.02,,,,179.0,,,
1369,201403,0,0.0,0.0,0.0,0.0,55.72,599.0,24.32,79.17,1000.0,,223.07,83.95,142.0,52.17,,0.0,5,,240.41,0.0,,3.0,1500.0,,0.0,347.93,1021.67,3.0,183.28,417.0,0.0,3.0,3.0,142.0,260.9,2000.0,1000.0,36,42.0,438.72,,-6.0,0.0,13.0,0.0,103.6,
1370,201405,0,,,,,,1805.0,,,2000.0,,,,326.0,,,4.0,12,,,2.0,,0.0,2000.0,4.0,2.0,,,0.0,,,0.0,0.0,0.0,326.0,,4108.24,2000.0,78,,,,-64.0,0.0,1463.0,0.0,,
1371,201406,0,16.0,0.0,0.0,0.0,163.21,555.0,116.48,98.35,2000.0,,,65.38,219.0,,1120.0,0.0,10,,575.24,0.0,324.0,9.0,2560.0,,0.0,386.8,,9.0,349.44,196.0,0.0,9.0,9.0,219.0,,3120.0,2000.0,43,,443.76,,,0.0,47.0,0.0,,
1372,201405,0,12.0,0.0,0.0,0.0,59.96,3060.0,5.59,9.99,500.0,315.0,74.35,90.93,546.0,18.47,1300.0,35.0,6,66.27,259.94,9.0,805.0,-2.0,500.0,21.0,5.0,9.99,371.87,,27.98,430.0,12.0,0.0,0.0,426.0,184.7,1000.0,1900.0,65,250.0,6588.87,28.0,-25.0,0.0,30.0,0.0,627.66,0.0
1373,201402,0,6.0,0.0,0.0,0.0,,115.0,39.76,,648.01,,,,,,,0.0,12,,,0.0,98.0,,648.01,,0.0,,,,278.32,,0.0,,,,,1296.02,,25,,441.64,,,,115.0,,,
1374,201408,0,15.0,0.0,0.0,0.0,,614.0,,54.72,1000.0,,45.42,97.54,,49.99,,0.0,4,,,0.0,284.0,,1000.0,,0.0,167.93,181.71,,,309.0,0.0,,,,99.98,1000.0,1000.0,38,147.08,1895.32,,,,25.0,,249.12,
1376,201407,1,0.0,0.0,0.0,0.0,47.78,662.0,,,1136.81,,,73.27,,,,0.0,12,,168.57,0.0,,,1136.81,,0.0,,,,,274.0,0.0,,,,,1136.81,1136.81,29,128.83,,,,,422.0,,178.9,
1377,201402,1,160.0,3.0,1.0,1.0,,285.0,163.29,145.28,792.58,,81.32,,,76.22,792.58,0.0,12,,,0.0,,,792.58,,0.0,303.91,349.96,,249.93,,0.0,,,,141.65,1585.16,,19,,424.06,,,,12.0,,,
1378,201408,1,4.0,0.0,0.0,0.0,,239.0,43.63,28.33,800.0,,,,179.0,,,0.0,12,,,0.0,201.0,0.0,1600.0,,0.0,84.99,,0.0,250.0,,0.0,0.0,0.0,179.0,,1400.0,800.0,34,,241.1,,-41.0,0.0,70.0,0.0,,
1379,201406,1,0.0,0.0,0.0,0.0,159.34,422.0,144.05,,2000.0,,,,,,,0.0,8,,901.92,0.0,,,2000.0,,0.0,,,,996.37,,0.0,,,,,2000.0,2000.0,38,,,,,,192.0,,,
1380,201409,0,0.0,0.0,0.0,0.0,,947.0,,,900.0,166.0,,,849.0,,900.0,0.0,12,49.44,,0.0,,-2.0,900.0,0.0,0.0,,,-2.0,,,6.0,-2.0,-2.0,117.0,,660.0,1200.0,41,24.43,,11.0,-10.0,0.0,852.0,0.0,11.94,0.0
1382,201402,0,181.0,3.0,1.0,6.0,48.0,576.0,62.4,106.27,350.0,,,84.0,,60.78,,0.0,12,,336.0,0.0,,,350.0,,0.0,531.36,,,436.8,420.0,0.0,,,,303.91,700.0,,25,0.0,438.74,,,,59.0,,91.54,
1383,201404,0,5.0,0.0,0.0,0.0,,1926.0,,,1000.0,237.0,31.99,17.7,,,,12.0,12,70.57,,8.0,724.0,,1000.0,,4.0,,95.97,,,81.0,8.0,,,,,1000.0,1000.0,36,323.14,1152.06,8.0,,,115.0,,323.08,117.18
1384,201408,0,,,,,,,,,1200.0,,,,176.0,,1000.0,,12,,,,,-3.0,2900.0,,,,,-3.0,,,,-3.0,-3.0,176.0,,2600.0,1200.0,75,,,,-33.0,0.0,,0.0,,
1385,201403,0,11.0,0.0,0.0,0.0,40.82,920.0,27.57,,900.0,471.0,145.58,21.37,,16.69,,0.0,12,95.88,285.74,0.0,665.0,,900.0,,0.0,,835.64,,192.99,95.0,5.0,,,,116.83,900.0,900.0,40,248.38,56.92,22.0,,,18.0,,454.44,58.39
1386,201404,0,0.0,0.0,0.0,0.0,,234.0,57.31,,1000.0,,95.55,,,,1550.0,0.0,12,,,0.0,,,1000.0,,0.0,,477.78,,171.93,,0.0,,,,,1000.0,1000.0,52,,2097.99,,,,119.0,,,
1387,201404,0,21.0,0.0,0.0,0.0,,241.0,137.86,80.8,1500.0,,28.25,,,,,0.0,10,,,0.0,,,1500.0,,0.0,278.23,41.36,,689.33,,0.0,,,,,1500.0,1500.0,54,,4972.93,,,,19.0,,,
1388,201405,1,14.0,0.0,0.0,0.0,,1302.0,,,2000.0,233.0,,,493.0,,3000.0,0.0,12,75.29,,6.0,820.0,16.0,2000.0,0.0,0.0,,,16.0,,,6.0,16.0,16.0,493.0,,3500.0,2000.0,66,,,9.0,-33.0,0.0,937.0,0.0,,77.29
1389,201409,0,,,,,,1195.0,,,150.0,25.0,,,200.0,,150.0,0.0,6,12.99,,2.0,,2.0,150.0,,0.0,,,2.0,,,5.0,2.0,2.0,200.0,,150.0,300.0,34,,,2.0,-22.0,0.0,1041.0,0.0,,0.0
1390,201407,0,0.0,0.0,0.0,0.0,,210.0,107.88,,1000.0,,59.98,,148.0,,,0.0,12,,,0.0,,0.0,1000.0,,0.0,,59.98,0.0,384.86,,0.0,0.0,0.0,148.0,,1300.0,1000.0,52,,,,-10.0,0.0,161.0,0.0,,
1391,201405,1,,,,,,2429.0,,,2100.0,,,,735.0,,2000.0,14.0,12,,,7.0,,2.0,2100.0,14.0,3.0,,,2.0,,,0.0,2.0,2.0,429.0,,4000.0,3100.0,41,,,,-26.0,0.0,1311.0,0.0,,
1392,201407,0,0.0,0.0,0.0,0.0,105.97,673.0,34.99,,1038.0,,,59.68,,33.33,,0.0,12,,317.91,0.0,,,2076.0,6.0,0.0,,,,69.99,220.0,0.0,,,,99.99,1377.96,1159.52,44,107.0,,,,,239.0,,146.27,
1393,201406,0,21.0,0.0,0.0,0.0,83.46,1377.0,71.56,18.79,2000.0,441.0,19.98,19.03,331.0,60.34,,0.0,10,151.63,187.93,7.0,392.0,21.0,2000.0,0.0,0.0,93.96,19.98,21.0,470.98,95.0,10.0,21.0,21.0,331.0,269.78,3500.0,3500.0,36,303.94,199.1,22.0,-32.0,1.0,82.0,1.0,369.47,159.71
1395,201409,0,0.0,0.0,0.0,0.0,,354.0,104.69,43.76,1000.0,,,,,40.86,1000.0,0.0,7,,,0.0,,,1000.0,,0.0,110.33,,,381.89,,0.0,,,,164.35,,1000.0,35,,5598.58,,,,0.0,,,
1396,201405,0,18.0,0.0,0.0,0.0,43.54,540.0,,,250.0,,73.98,,,,250.0,0.0,4,,217.74,0.0,178.0,,250.0,,0.0,,369.91,,,,0.0,,,,,250.0,250.0,38,,654.15,,,,162.0,,,
1397,201408,0,93.0,1.0,2.0,3.0,,1703.0,,146.29,861.3,151.0,,,,,,6.0,12,29.74,,2.0,465.0,,861.3,4.0,2.0,363.9,,,,,2.0,,,,,861.3,861.3,27,238.24,69.1,8.0,,,71.0,,306.42,85.96
1398,201405,1,59.0,0.0,0.0,1.0,,274.0,90.97,60.95,750.0,,19.99,,,44.99,,0.0,12,,,0.0,,,750.0,,0.0,160.9,99.97,,161.94,,0.0,,,,44.99,750.0,750.0,36,,568.63,,,,6.0,,,
1400,201407,0,0.0,0.0,0.0,0.0,,195.0,54.0,11.99,800.0,,,,,,1000.0,0.0,12,,,0.0,,,1600.0,,0.0,59.99,,,270.0,,0.0,,,,,800.0,800.0,61,,756.05,,,,80.0,,,
1401,201402,0,11.0,0.0,0.0,0.0,123.57,2873.0,106.28,20.85,1000.0,,37.98,58.36,,79.98,,3.0,12,,306.85,0.0,198.0,,1000.0,,4.0,145.96,189.94,,225.89,290.0,0.0,,,,99.98,2000.0,,48,71.0,1105.65,,,,-22.0,,129.44,
1402,201407,1,141.0,2.0,1.0,1.0,,217.0,112.99,91.65,300.0,,37.71,,,,,0.0,3,,,0.0,,,300.0,,0.0,441.74,165.94,,326.24,,0.0,,,,,300.0,300.0,38,,645.39,,,,26.0,,,
1403,201401,1,0.0,0.0,0.0,0.0,66.52,632.0,,,350.0,,,150.02,392.0,,2050.0,0.0,4,,531.11,0.0,,6.0,350.0,0.0,0.0,,,6.0,,634.0,0.0,6.0,6.0,392.0,,1550.0,,39,80.0,,,,0.0,392.0,0.0,194.76,
1404,201402,1,174.0,3.0,1.0,1.0,34.28,294.0,,84.61,2477.72,,70.28,,,47.77,,0.0,12,,239.96,0.0,,,2477.72,,0.0,676.88,491.96,,,,0.0,,,,368.52,4955.44,,62,,610.6,,,,-11.0,,,
1408,201405,1,14.0,0.0,0.0,0.0,55.06,451.0,52.17,,960.0,,22.69,,,,,0.0,12,,278.33,0.0,,,960.0,,0.0,,142.64,,216.93,,0.0,,,,,960.0,960.0,39,,689.1,,,,86.0,,,
1409,201401,0,0.0,0.0,0.0,0.0,59.99,2408.0,121.96,,1000.0,185.0,75.95,81.98,510.0,,3900.0,20.0,12,57.76,59.99,10.0,,3.0,1000.0,0.0,3.0,,75.95,3.0,121.96,245.0,10.0,3.0,3.0,510.0,,2000.0,,46,35.92,1200.0,11.0,-23.0,0.0,116.0,0.0,83.94,66.98
1411,201409,0,0.0,0.0,0.0,0.0,172.22,3729.0,125.55,63.96,700.0,844.0,39.08,120.82,685.0,28.72,6270.01,70.0,6,180.72,825.3,12.0,,15.0,1400.0,102.0,3.0,319.92,178.38,15.0,539.79,596.0,12.0,15.0,15.0,201.0,193.83,3000.0,6700.0,44,598.94,4337.07,68.0,-83.0,0.0,24.0,0.0,612.04,0.0
1412,201403,0,18.0,0.0,0.0,0.0,144.95,459.0,57.48,61.18,1000.0,,172.95,,267.0,39.99,600.0,0.0,12,,536.45,0.0,10.0,-2.0,2600.0,0.0,0.0,305.94,295.92,-2.0,159.97,,0.0,-2.0,-2.0,85.0,39.99,1900.0,1000.0,38,,835.73,,-106.0,0.0,70.0,0.0,,
1414,201404,0,20.0,0.0,0.0,0.0,,3780.0,41.68,13.33,250.0,134.0,15.99,85.15,,47.31,,53.0,6,27.18,,3.0,,,250.0,,14.0,39.99,79.99,,277.51,447.0,8.0,,,,209.96,250.0,250.0,37,129.31,2667.93,10.0,,,88.0,,184.16,0.0
1415,201405,0,51.0,0.0,0.0,1.0,54.65,721.0,,,800.0,264.0,,77.17,,45.62,,0.0,12,80.88,145.97,0.0,318.0,,800.0,,0.0,,,,,221.0,0.0,,,,319.34,800.0,1600.0,42,334.31,384.87,9.0,,,229.0,,887.22,0.0
1416,201409,0,18.0,0.0,0.0,0.0,27.98,930.0,94.5,,1567.37,213.0,,65.43,525.0,35.99,3567.37,0.0,12,45.14,119.97,0.0,563.0,7.0,3134.74,0.0,0.0,,,7.0,371.61,335.0,6.0,7.0,7.0,187.0,35.99,3737.48,5503.48,34,82.05,1261.55,14.0,-31.0,0.0,171.0,0.0,80.56,101.24
1417,201401,1,172.0,13.0,4.0,3.0,,894.0,,283.58,1000.0,350.0,,24.39,,,1000.0,0.0,8,102.12,,0.0,272.0,,1000.0,,0.0,667.95,,,,121.0,3.0,,,,,2000.0,,41,135.0,250.04,8.0,,,5.0,,996.21,0.0
1418,201409,0,82.0,0.0,1.0,1.0,52.47,347.0,87.28,,500.0,,78.57,,,,2000.0,0.0,5,,367.29,0.0,252.0,,500.0,,0.0,,235.73,,174.57,,0.0,,,,,,500.0,30,,421.43,,,,157.0,,,
1419,201407,0,0.0,0.0,0.0,0.0,10.95,272.0,19.99,,1500.0,,,,,,2000.0,0.0,12,,87.6,0.0,,,3000.0,,0.0,,,,19.99,,0.0,,,,,1500.0,1500.0,58,,2079.15,,,,241.0,,,
1420,201408,1,82.0,0.0,1.0,1.0,,175.0,46.41,66.8,2000.0,,76.62,,,,,0.0,12,,,0.0,,,2000.0,,0.0,355.2,197.88,,324.87,,0.0,,,,,2000.0,2000.0,61,,186.21,,,,-5.0,,,
1421,201401,0,15.0,0.0,0.0,0.0,60.78,1415.0,,110.07,843.0,256.0,,,418.0,,1600.0,0.0,12,62.22,303.92,5.0,723.0,15.0,843.0,21.0,0.0,770.49,,6.0,,,10.0,15.0,15.0,418.0,,1686.0,800.0,26,199.04,,17.0,-606.0,0.0,-40.0,0.0,357.51,100.13
1422,201409,0,109.0,1.0,1.0,4.0,,912.0,137.06,,900.0,549.0,68.24,47.99,745.0,59.98,3268.14,0.0,12,153.43,,0.0,397.0,4.0,1800.0,0.0,0.0,,337.34,4.0,759.47,239.0,4.0,17.0,19.0,362.0,59.98,2936.28,900.0,33,484.61,712.0,19.0,-6.0,0.0,16.0,0.0,892.35,0.0
1423,201408,0,0.0,0.0,0.0,0.0,146.58,656.0,,,896.0,,,204.13,538.0,27.99,1400.0,0.0,12,,713.88,0.0,,-14.0,1896.0,0.0,0.0,,,-14.0,,552.0,0.0,0.0,0.0,538.0,55.98,896.0,1596.0,38,252.57,,,-150.0,0.0,345.0,0.0,356.72,
1424,201408,1,112.0,1.0,1.0,1.0,69.96,370.0,120.62,54.67,2000.0,,72.91,,,98.74,,0.0,12,,139.93,0.0,,,2000.0,,0.0,273.38,370.48,,349.9,,0.0,,,,397.85,2000.0,2000.0,45,,303.86,,,,41.0,,,
1425,201404,1,19.0,0.0,0.0,0.0,,3226.0,,,1700.0,49.0,,74.23,946.0,,,35.0,12,16.66,,6.0,773.0,,1700.0,8.0,9.0,,,,,388.0,5.0,,-4.0,946.0,,2928.12,1700.0,38,162.47,,3.0,-37.0,0.0,624.0,0.0,243.41,0.0
1427,201409,1,16.0,0.0,0.0,0.0,,135.0,49.71,15.32,1176.18,,,,,,1176.18,0.0,12,,,0.0,,,2352.36,,0.0,45.98,,,347.97,,0.0,,,,,,1176.18,45,,153.48,,,,4.0,,,
1428,201406,0,21.0,0.0,0.0,0.0,,227.0,46.33,,1000.0,,25.4,,,,,0.0,12,,,0.0,140.0,,1000.0,,0.0,,177.8,,185.35,,0.0,,,,,1000.0,1000.0,52,,809.77,,,,54.0,,,
1429,201406,0,4.0,0.0,0.0,0.0,65.31,4915.0,67.25,,500.0,,,,,26.66,,31.0,6,,195.95,0.0,132.0,,500.0,,4.0,,,,271.99,,0.0,,,,79.99,500.0,500.0,44,,1167.93,,,,203.0,,,
1431,201402,0,51.0,0.0,0.0,1.0,78.83,953.0,,,1500.0,129.0,,,,,,0.0,12,25.99,630.64,0.0,74.0,,1500.0,,0.0,,,,,,3.0,,,,,3000.0,,35,5.52,1030.64,5.0,,,322.0,,10.51,0.0
1435,201408,0,8.0,0.0,0.0,0.0,22.71,3170.0,66.64,26.03,150.0,774.0,13.32,75.45,1919.0,49.75,150.0,47.0,4,153.71,141.72,12.0,453.0,,300.0,8.0,4.0,192.64,39.98,,232.33,338.0,12.0,,7.0,889.0,242.13,450.0,300.0,54,491.37,5258.69,70.0,,0.0,-76.0,0.0,696.96,207.75
1436,201402,1,56.0,0.0,0.0,5.0,,240.0,75.42,100.63,300.0,,56.46,,,,300.0,0.0,12,,,0.0,,,300.0,,0.0,205.94,175.87,,192.99,,0.0,,,,,600.0,,25,,404.7,,,,33.0,,,
1437,201407,0,0.0,0.0,0.0,0.0,,165.0,177.37,,1494.1,,134.76,,,,,0.0,12,,,0.0,,,1494.1,,0.0,,1347.6,,1241.59,,0.0,,,,,1494.1,2988.2,55,,2176.68,,,,151.0,,,
1438,201407,0,13.0,0.0,0.0,0.0,68.97,4565.0,42.37,,1000.0,301.0,29.58,30.02,1730.0,9.98,,64.0,12,99.47,191.95,12.0,383.0,,1000.0,15.0,13.0,,185.12,,131.92,101.0,12.0,,,1730.0,29.96,1000.0,1000.0,56,139.09,1981.91,27.0,,0.0,42.0,0.0,95.09,47.72
1439,201402,0,0.0,0.0,0.0,0.0,28.65,4397.0,43.72,18.65,2000.0,,,,209.0,32.88,3100.0,26.0,12,,85.97,0.0,,-6.0,2000.0,0.0,5.0,55.97,,-6.0,199.4,,0.0,-6.0,-6.0,209.0,230.16,5000.0,1500.0,55,,5637.51,,-47.0,0.0,20.0,0.0,,
1440,201408,0,16.0,0.0,0.0,0.0,56.14,373.0,69.98,96.93,1000.0,,37.58,,,47.96,,0.0,6,,280.71,0.0,217.0,,1000.0,,0.0,334.71,187.94,,349.92,,0.0,,,,47.96,1000.0,1000.0,37,,556.95,,,,51.0,,,
1442,201406,0,66.0,0.0,3.0,1.0,,290.0,121.31,26.66,600.0,,34.99,,,87.34,414.94,0.0,8,,,0.0,,,759.99,,0.0,79.99,94.97,,466.28,,0.0,,,,202.68,600.0,614.98,33,,140.84,,,,78.0,,,
1444,201406,1,0.0,0.0,0.0,0.0,55.32,746.0,,,400.0,107.0,,39.99,,,,0.0,10,53.99,165.96,0.0,,,400.0,,0.0,,,,,79.0,0.0,,,,,400.0,400.0,37,137.85,,2.0,,,535.0,,114.86,0.0
1445,201402,0,11.0,0.0,0.0,0.0,45.39,574.0,42.17,26.98,317.3,,24.28,31.32,,,,0.0,3,,175.96,0.0,409.0,,317.3,,0.0,53.97,48.57,,159.96,93.0,0.0,,,,,634.6,,37,0.0,1398.74,,,,1.0,,48.94,
1446,201403,0,41.0,0.0,0.0,3.0,176.25,674.0,75.5,,1000.0,,,209.17,275.0,56.47,500.0,0.0,12,,528.75,0.0,144.0,2.0,1000.0,0.0,0.0,,,2.0,302.0,952.0,0.0,2.0,2.0,275.0,564.7,3000.0,1500.0,51,614.17,1590.04,,-11.0,0.0,240.0,0.0,882.26,
1447,201407,0,11.0,0.0,0.0,0.0,62.85,1367.0,110.75,48.05,1300.0,796.0,52.18,109.89,,40.65,,0.0,12,276.85,314.3,7.0,775.0,,1300.0,15.0,0.0,240.31,220.95,,553.76,435.0,12.0,,,,121.96,1300.0,1300.0,33,463.12,625.46,26.0,,,33.0,,462.73,0.0
1448,201409,1,36.0,0.0,0.0,2.0,43.51,339.0,18.57,18.0,1000.0,,7.27,,141.0,39.99,1000.0,0.0,12,,304.57,0.0,80.0,38.0,1000.0,,0.0,18.0,44.95,38.0,148.56,,0.0,38.0,38.0,141.0,39.99,230.0,1230.0,35,,72.67,,,1.0,6.0,1.0,,
1449,201403,0,0.0,0.0,0.0,0.0,149.54,790.0,17.99,85.96,490.55,25.0,205.92,29.99,,33.98,,0.0,8,25.99,149.54,0.0,,,490.55,,0.0,197.92,260.91,,17.99,29.0,1.0,,,,33.98,490.55,490.55,23,31.94,424.19,1.0,,,17.0,,31.94,0.0
1450,201408,0,0.0,0.0,0.0,0.0,,648.0,46.65,31.99,500.0,,,38.49,279.0,,1000.0,0.0,3,,,0.0,,15.0,1500.0,,0.0,159.97,,15.0,139.97,114.0,0.0,15.0,15.0,279.0,,1500.0,1000.0,51,60.48,,,-3.0,0.0,29.0,0.0,106.51,
1451,201401,0,0.0,0.0,0.0,0.0,,4045.0,,,900.0,1477.0,,57.42,,36.61,,56.0,12,295.14,,7.0,,,900.0,54.0,7.0,,,,,304.0,12.0,,,,292.88,1800.0,,51,761.09,5270.51,55.0,,,221.0,,1157.99,532.96
1452,201409,0,,,,,,1362.0,,,1000.0,,,,322.0,,1000.0,0.0,12,,,4.0,,6.0,1000.0,,0.0,,,6.0,,,0.0,6.0,6.0,322.0,,1000.0,1000.0,42,,,,-9.0,0.0,1232.0,0.0,,
1453,201407,0,0.0,0.0,0.0,0.0,88.31,409.0,84.86,,1633.19,,,,,101.75,,0.0,12,,264.93,0.0,,,1633.19,,0.0,,,,594.02,,0.0,,,,243.33,1633.19,1633.19,53,,1018.32,,,,138.0,,,
1454,201405,1,143.0,2.0,1.0,1.0,23.03,346.0,,,500.0,,,,,,,0.0,8,,161.21,0.0,,,500.0,,0.0,,,,,,0.0,,,,,500.0,500.0,31,,,,,,346.0,,,
1455,201402,0,0.0,0.0,0.0,0.0,29.87,398.0,29.54,82.98,1150.0,,34.99,,308.0,49.97,947.73,0.0,12,,149.38,0.0,,4.0,1150.0,0.0,0.0,414.92,69.99,4.0,295.4,,0.0,4.0,4.0,308.0,249.91,3247.73,947.73,68,,315.4,,-14.0,0.0,34.0,0.0,,
1457,201403,0,21.0,0.0,0.0,0.0,142.62,1284.0,62.48,46.32,1041.0,871.0,122.97,693.17,,154.63,,0.0,12,523.7,335.92,6.0,724.0,,1041.0,,0.0,138.96,227.95,,249.93,900.0,8.0,,,,354.99,1041.0,1041.0,23,938.75,389.01,23.0,,,55.0,,1023.91,69.49
1459,201406,0,64.0,0.0,1.0,4.0,59.96,1005.0,,24.99,700.0,717.0,,61.05,,39.98,1000.0,0.0,7,257.86,179.91,0.0,206.0,,700.0,,0.0,49.99,,,,147.0,8.0,,,,114.97,700.0,1700.0,52,389.82,794.07,36.0,,,74.0,,453.72,118.63
1461,201402,1,174.0,3.0,1.0,1.0,70.18,406.0,,85.91,909.61,,,,,,909.61,0.0,12,,544.1,0.0,,,909.61,,0.0,635.25,,,,,0.0,,,,,1819.22,,33,,979.75,,,,-20.0,,,
1463,201408,0,0.0,0.0,0.0,0.0,,1303.0,,,800.0,403.0,,,691.0,,800.0,0.0,12,82.79,,3.0,,9.0,800.0,0.0,0.0,,,9.0,,,12.0,9.0,9.0,340.0,,2900.0,1800.0,32,,,17.0,-123.0,0.0,753.0,0.0,,68.93
1464,201401,0,22.0,0.0,0.0,0.0,88.75,596.0,,33.98,968.68,,,35.86,,,1500.0,0.0,12,,299.83,0.0,,,968.68,,0.0,67.96,,,,176.0,0.0,,,,,1937.36,1500.0,25,67.1,1642.04,,,,39.0,,116.18,
1465,201405,0,0.0,0.0,0.0,0.0,,358.0,35.18,,862.86,,,,,18.71,,0.0,12,,,0.0,,,1833.75,,0.0,,,,115.94,,0.0,,,,93.57,862.86,862.86,33,,734.81,,,,188.0,,,
1466,201409,1,0.0,0.0,0.0,0.0,,1127.0,,,1000.0,791.0,,,320.0,,1000.0,0.0,12,248.42,,0.0,,-19.0,1000.0,,0.0,,,-19.0,,,10.0,-19.0,-19.0,320.0,,1984.54,1000.0,30,,,19.0,-380.0,0.0,830.0,0.0,,105.3
1468,201405,1,138.0,2.0,1.0,1.0,,311.0,15.99,,2295.49,,25.99,,,26.48,,0.0,10,,,0.0,,,2295.49,,0.0,,129.96,,15.99,,0.0,,,,52.96,2295.49,2295.49,49,,1184.21,,,,114.0,,,
1470,201407,0,0.0,0.0,0.0,0.0,,285.0,,17.71,500.0,,23.34,,,148.38,1500.0,0.0,8,,,0.0,,,500.0,,0.0,123.97,163.38,,,,0.0,,,,228.37,500.0,2000.0,23,,205.91,,,,-29.0,,,
1471,201402,1,0.0,0.0,0.0,0.0,77.35,3684.0,14.98,17.99,1500.0,359.0,,25.24,,61.18,,32.0,12,109.94,386.81,5.0,,,,,20.0,71.96,,,29.97,100.0,10.0,,,,305.93,,,39,198.07,1428.04,16.0,,,20.0,,168.96,0.0
1472,201405,1,47.0,0.0,0.0,1.0,,234.0,44.38,44.94,676.21,,68.78,,,,,0.0,12,,,0.0,,,676.21,,0.0,152.94,343.9,,73.17,,0.0,,,,,676.21,676.21,41,,372.93,,,,49.0,,,
1475,201407,0,67.0,0.0,1.0,7.0,17.81,953.0,28.38,,992.71,338.0,,,539.0,,2500.0,0.0,12,67.92,124.67,0.0,730.0,-4.0,992.71,0.0,0.0,,,-8.0,141.93,,3.0,-4.0,-4.0,539.0,,992.71,992.71,53,323.68,507.29,10.0,-72.0,0.0,223.0,0.0,193.99,0.0
1477,201407,1,16.0,0.0,0.0,0.0,86.08,672.0,71.66,29.99,2000.0,,,341.87,,97.12,,0.0,12,,482.62,0.0,,,4000.0,,0.0,29.99,,,501.62,930.0,0.0,,,,587.28,2000.0,2000.0,59,279.06,2801.4,,,,4.0,,430.75,
